subject	median_matches_per_mil
316188	2.100935293649249
326650	40.45591986903409
326651	33.41659373441556
326713	27.693873150793344
326737	27.081956102369457
326780	15.966547753008943
326797	18.19614481318635
326907	22.939199651324166
327059	28.888202368281267
D103	41.60273655828731
